instruction,input,output
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"A linear feedback shift register is a shift register usually with a few XOR gates to produce the next state of the shift register. A Galois LFSR is one particular arrangement where bit positions with a ""tap"" are XORed with the output bit to produce its next value, while bit positions without a tap shift. If the taps positions are carefully chosen, the LFSR can be made to be ""maximum-length"". A maximum-length LFSR of n bits cycles through 2n-1 states before repeating (the all-zero state is never reached).

The following diagram shows a 5-bit maximal-length Galois LFSR with taps at bit positions 5 and 3. (Tap positions are usually numbered starting from 1). Note that I drew the XOR gate at position 5 for consistency, but one of the XOR gate inputs is 0.

Build this LFSR. The reset should reset the LFSR to 1., and the module declare is module top_module(
    input clk,
    input reset,    // Active-high synchronous reset to 5'h1
    output [4:0] q
);","module top_module(
    input clk,
    input reset,    // Active-high synchronous reset to 5'h1
    output [4:0] q
); 

    always@(posedge clk)begin
        if(reset)
            q <= 5'h1;
        else begin
            q[4] <= 1'b0 ^ q[0];
            {q[3],q[1],q[0]} <= {q[4],q[2],q[1]};
            q[2] <= q[3] ^ q[0];
        end
    end
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Write the Verilog code for this sequential circuit (Submodules are ok, but the top-level must be named top_module). Assume that you are going to implement the circuit on the DE1-SoC board. Connect the R inputs to the SW switches, connect Clock to KEY[0], and L to KEY[1]. Connect the Q outputs to the red lights LEDR., and the module declare is module top_module (
 input [2:0] SW,      // R
 input [1:0] KEY,     // L and clk
 output [2:0] LEDR);","module top_module (
 input [2:0] SW,      // R
 input [1:0] KEY,     // L and clk
 output [2:0] LEDR);  // Q

    wire b;
    assign b = LEDR[1] ^ LEDR[2];
    submodule module1(KEY[0], KEY[1], {SW[0], LEDR[2]}, LEDR[0]);
    submodule module2(KEY[0], KEY[1], {SW[1], LEDR[0]}, LEDR[1]);
    submodule module3(KEY[0], KEY[1], {SW[2], b}, LEDR[2]);

endmodule
        
module submodule(
    input clk,
    input L,
    input[1:0] in,
    output Q);
    
    always@(posedge clk)begin
        case(L)
            1'b0: Q <= in[0];
            1'b1: Q <= in[1];
        endcase
    end
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Build a 32-bit Galois LFSR with taps at bit positions 32, 22, 2, and 1., and the module declare is module top_module(
    input clk,
    input reset,    // Active-high synchronous reset to 32'h1
    output [31:0] q
);","module top_module(
    input clk,
    input reset,    // Active-high synchronous reset to 32'h1
    output [31:0] q
); 

    always@(posedge clk)begin
        if(reset)
            q <= 32'h1;
        else begin
            {q[30:22],q[20:2]} <= {q[31:23],q[21:3]};
            q[31] <= q[0]^1'b0;
            q[21] <= q[0]^q[22];
            q[1] <= q[0]^q[2];
            q[0] <= q[0]^q[1];
        end
    end
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Implement the following circuit:, and the module declare is module top_module (
    input clk,
    input resetn,   // synchronous reset
    input in,
    output out);","module top_module (
    input clk,
    input resetn,   // synchronous reset
    input in,
    output out);

    reg[2:0] q;
    always@(posedge clk)begin
        if(~resetn)
         {q[2:0],out} <= 4'd0;
        else
         {q[2:0],out} <= {in,q[2:0]};
    end
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Write a top-level Verilog module (named top_module) for the shift register, assuming that n = 4. Instantiate four copies of your MUXDFF subcircuit in your top-level module. Assume that you are going to implement the circuit on the DE2 board.

Connect the R inputs to the SW switches,
clk to KEY[0],
E to KEY[1],
L to KEY[2], and
w to KEY[3].
Connect the outputs to the red lights LEDR[3:0]., and the module declare is module top_module (
    input [3:0] SW,
    input [3:0] KEY,
    output [3:0] LEDR
);","module top_module (
    input [3:0] SW,
    input [3:0] KEY,
    output [3:0] LEDR
); //

    MUXDFF module3(KEY[0],KEY[1],KEY[2],SW[3],KEY[3],LEDR[3]);
    MUXDFF module2(KEY[0],KEY[1],KEY[2],SW[2],LEDR[3],LEDR[2]);
    MUXDFF module1(KEY[0],KEY[1],KEY[2],SW[1],LEDR[2],LEDR[1]);
    MUXDFF module0(KEY[0],KEY[1],KEY[2],SW[0],LEDR[1],LEDR[0]);
    
endmodule

module MUXDFF (
    input clk,
 input E,
 input L,
 input R,
 input W,
 output Q);

    wire b1,b2;
    assign b1 = E? W:Q;
    assign b2 = L? R:b1;
    always@(posedge clk) Q <= b2;
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"create an 8-bit shift register with 8 D-type flip-flops. Label the flip-flop outputs from Q[0]...Q[7]. The shift register input should be called S, which feeds the input of Q[0] (MSB is shifted in first). The enable input controls whether to shift. Then, extend the circuit to have 3 additional inputs A,B,C and an output Z. The circuit's behaviour should be as follows: when ABC is 000, Z=Q[0], when ABC is 001, Z=Q[1], and so on. Your circuit should contain ONLY the 8-bit shift register, and multiplexers. (Aside: this circuit is called a 3-input look-up-table (LUT))., and the module declare is module top_module (
    input clk,
    input enable,
    input S,
    input A, B, C,
    output Z );","module top_module (
    input clk,
    input enable,
    input S,
    input A, B, C,
    output Z ); 

    reg [7:0] Q;
    always@(posedge clk)begin
        if(enable)
            Q[7:0] <= {Q[6:0],S};
        else
            Q <= Q;
    end
    
    always@(A or B or C)begin
        case({A,B,C})
            3'd0: Z <= Q[0];
            3'd1: Z <= Q[1];
            3'd2: Z <= Q[2];
            3'd3: Z <= Q[3];
            3'd4: Z <= Q[4];
            3'd5: Z <= Q[5];
            3'd6: Z <= Q[6];
            3'd7: Z <= Q[7];
        endcase
    end
        
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"There is a one-dimensional array of cells (on or off). At each time step, the next state of each cell is the XOR of the cell's two current neighbours. 
Left  Center  Right   Center's next state
1     1       1       0
1     1       0       1
1     0       1       0
1     0       0       1
0     1       1       1
0     1       0       0
0     0       1       1
0     0       0       0
In this circuit, create a 512-cell system (q[511:0]), and advance by one time step each clock cycle. The load input indicates the state of the system should be loaded with data[511:0]. Assume the boundaries (q[-1] and q[512]) are both zero (off)., and the module declare is module top_module(
    input clk,
    input load,
    input [511:0] data,
    output [511:0] q );","module top_module(
    input clk,
    input load,
    input [511:0] data,
    output [511:0] q ); 

    always@(posedge clk)begin
        if(load)
            q <= data;
        else
            q <= {1'b0,q[511:1]}^{q[510:0],1'b0};//q <= q[511:1] ^ {q[510:0], 1'b0} ;
    end
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"n Rule 110, the next state of each cell depends only on itself and its two neighbours, according to the following table:

Left   Center   Right    Center's next state
1      1        1        0
1      1        0        1
1      0        1        1
1      0        0        0
0      1        1        1
0      1        0        1
0      0        1        1
0      0        0        0
In this circuit, create a 512-cell system (q[511:0]), and advance by one time step each clock cycle. The load input indicates the state of the system should be loaded with data[511:0]. Assume the boundaries (q[-1] and q[512]) are both zero (off)., and the module declare is module top_module(
    input clk,
    input load,
    input [511:0] data,
    output [511:0] q
);","module top_module(
    input clk,
    input load,
    input [511:0] data,
    output [511:0] q
); 

    always@(posedge clk)begin
        if(load)
            q <= data;
        else
            q <= q^{q[510:0],1'b0} | ~{1'b0,q[511:1]}&{q[510:0],1'b0};//Karnaugh map
      //left is high bit, right is low bit.
    end
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Conway's Game of Life is a two-dimensional cellular automaton.

The ""game"" is played on a two-dimensional grid of cells, where each cell is either 1 (alive) or 0 (dead). At each time step, each cell changes state depending on how many neighbours it has:

0-1 neighbour: Cell becomes 0.
2 neighbours: Cell state does not change.
3 neighbours: Cell becomes 1.
4+ neighbours: Cell becomes 0.
The game is formulated for an infinite grid. In this circuit, we will use a 16x16 grid. To make things more interesting, we will use a 16x16 toroid, where the sides wrap around to the other side of the grid. For example, the corner cell (0,0) has 8 neighbours: (15,1), (15,0), (15,15), (0,1), (0,15), (1,1), (1,0), and (1,15). The 16x16 grid is represented by a length 256 vector, where each row of 16 cells is represented by a sub-vector: q[15:0] is row 0, q[31:16] is row 1, etc. (This tool accepts SystemVerilog, so you may use 2D vectors if you wish.)

load: Loads data into q at the next clock edge, for loading initial state.
q: The 16x16 current state of the game, updated every clock cycle.
The game state should advance by one timestep every clock cycle., and the module declare is module top_module(
    input clk,
    input load,
    input [255:0] data,
    output [255:0] q );","module top_module(
    input clk,
    input load,
    input [255:0] data,
    output [255:0] q ); 

    reg [3:0] sum;
    integer i;
    
    always@(posedge clk)begin
        if(load)
            q <= data;
        else begin
            for(i=0;i<256;i=i+1)begin
                if(i==0)
                    sum = q[255]+q[240]+q[241]+q[15]+q[1]+q[31]+q[16]+q[17];
                else if(i==15)
                    sum = q[254]+q[255]+q[240]+q[14]+q[0]+q[30]+q[31]+q[16];
                else if(i==240)
                    sum = q[239]+q[224]+q[225]+q[255]+q[241]+q[15]+q[0]+q[1];
                else if(i==255)
                    sum = q[238]+q[239]+q[224]+q[254]+q[240]+q[14]+q[15]+q[0];
                else if(i>0 && i<15)
                    sum = q[i+239]+q[i+240]+q[i+241]+q[i-1]+q[i+1]+q[i+15]+q[i+16]+q[i+17];
                else if(i>240 && i<255)
                    sum = q[i-17]+q[i-16]+q[i-15]+q[i-1]+q[i+1]+q[i-241]+q[i-240]+q[i-239];
                else if((i+1)%16==0)
                    sum = q[i-17]+q[i-16]+q[i-31]+q[i-1]+q[i-15]+q[i+15]+q[i+16]+q[i+1];
                else if(i%16==0)
                    sum = q[i-1]+q[i-16]+q[i-15]+q[i+15]+q[i+1]+q[i+31]+q[i+16]+q[i+17];
                else
                    sum = q[i-17]+q[i-16]+q[i-15]+q[i-1]+q[i+1]+q[i+15]+q[i+16]+q[i+17];
                
                case(sum)
                    4'd2: q[i]<=q[i];
                    4'd3: q[i]<=1'b1;
                    default:q[i]<=1'b0;
                endcase
            end
        end
    end
            
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"This is a Moore state machine with two states, one input, and one output. Implement this state machine. Notice that the reset state is B.

This exercise is the same as fsm1s, but using asynchronous reset., and the module declare is module top_module(
    input clk,
    input areset,    // Asynchronous reset to state B
    input in,
    output out);","module top_module(
    input clk,
    input areset,    // Asynchronous reset to state B
    input in,
    output out);//  

    parameter A=0, B=1; 
    reg state, next_state;

    always @(*) begin    // This is a combinational always block
        // State transition logic
        case(state)
            A: next_state <= in? A:B;
            B: next_state <= in? B:A;
        endcase
    end

    always @(posedge clk, posedge areset) begin    // This is a sequential always block
        // State flip-flops with asynchronous reset
        if(areset)
            state <= B;
        else
            state <= next_state;
    end

    // Output logic
    // assign out = (state == ...);
    assign out = (state==B);

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"This is a Moore state machine with two states, one input, and one output. Implement this state machine. Notice that the reset state is B.

This exercise is the same as fsm1, but using synchronous reset., and the module declare is // Note the Verilog-1995 module declaration syntax here:
module top_module(clk, reset, in, out);","// Note the Verilog-1995 module declaration syntax here:
module top_module(clk, reset, in, out);
    input clk;
    input reset;    // Synchronous reset to state B
    input in;
    output out;//  
    reg out;

    // Fill in state name declarations

    reg present_state, next_state;

    always @(posedge clk) begin
        if (reset) begin  
            // Fill in reset logic
            present_state = 1'b1;
            out <= 1'b1;
        end 
        else begin
            case (present_state)
                // Fill in state transition logic
                1'b0: next_state = in? 1'b0:1'b1;
             1'b1: next_state = in? 1'b1:1'b0;
            endcase

            // State flip-flops
            present_state = next_state;   

            case (present_state)
                // Fill in output logic
                1'b0: out <= 1'b0;
                1'b1: out <= 1'b1;
            endcase
        end
    end

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"This is a Moore state machine with two states, two inputs, and one output. Implement this state machine.

This exercise is the same as fsm2s, but using asynchronous reset., and the module declare is module top_module(
    input clk,
    input areset,    // Asynchronous reset to OFF
    input j,
    input k,
    output out);","module top_module(
    input clk,
    input areset,    // Asynchronous reset to OFF
    input j,
    input k,
    output out); //  

    parameter OFF=0, ON=1; 
    reg state, next_state;

    always @(*) begin
        // State transition logic
        case(state)
            OFF: next_state <= j? ON:OFF;
            ON: next_state <= k? OFF:ON;
        endcase
    end

    always @(posedge clk, posedge areset) begin
        // State flip-flops with asynchronous reset
        if(areset)
            state <= OFF;
        else
            state <= next_state;
    end

    // Output logic
    // assign out = (state == ...);
    assign out = (state==ON);

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"This is a Moore state machine with two states, two inputs, and one output. Implement this state machine.

This exercise is the same as fsm2, but using synchronous reset., and the module declare is module top_module(
    input clk,
    input reset,    // Synchronous reset to OFF
    input j,
    input k,
    output out);","module top_module(
    input clk,
    input reset,    // Synchronous reset to OFF
    input j,
    input k,
    output out); //  

    parameter OFF=0, ON=1; 
    reg state, next_state;

    always @(*) begin
        // State transition logic
        case(state)
            OFF: next_state <= j? ON:OFF;
            ON: next_state <= k? OFF:ON;
        endcase
    end

    always @(posedge clk) begin
        // State flip-flops with synchronous reset
        state <= reset? OFF:next_state;
    end

    // Output logic
    // assign out = (state == ...);
    assign out = (state == ON);

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"The following is the state transition table for a Moore state machine with one input, one output, and four states. Use the following state encoding: A=2'b00, B=2'b01, C=2'b10, D=2'b11.

Implement only the state transition logic and output logic (the combinational logic portion) for this state machine. Given the current state (state), compute the next_state and output (out) based on the state transition table.

State       Next state         Output
          in=0      in=1
A         A         B          0
B         C         B          0
C         A         D          0
D         C         B          1
, and the module declare is module top_module(
    input in,
    input [1:0] state,
    output [1:0] next_state,
    output out);","module top_module(
    input in,
    input [1:0] state,
    output [1:0] next_state,
    output out); //

    parameter A=0, B=1, C=2, D=3;
    reg [1:0] present_state;
    // State transition logic: next_state = f(state, in)
    always@(*)begin
        case(state)
            A: next_state <= in? B:A;
            B: next_state <= in? B:C;
            C: next_state <= in? D:A;
            D: next_state <= in? B:C;
        endcase
    end
    // Output logic:  out = f(state) for a Moore state machine
    assign out = (state==D);
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"The following is the state transition table for a Moore state machine with one input, one output, and four states. Use the following one-hot state encoding: A=4'b0001, B=4'b0010, C=4'b0100, D=4'b1000.

Derive state transition and output logic equations by inspection assuming a one-hot encoding. Implement only the state transition logic and output logic (the combinational logic portion) for this state machine. (The testbench will test with non-one hot inputs to make sure you're not trying to do something more complicated).


State           Next state           Output
              in=0      in=1
A             A         B            0
B             C         B            0
C             A         D            0
D             C         B            1
 , and the module declare is module top_module(
    input in,
    input [3:0] state,
    output [3:0] next_state,
    output out);","module top_module(
    input in,
    input [3:0] state,
    output [3:0] next_state,
    output out); //

    parameter A=0, B=1, C=2, D=3;

    // State transition logic: Derive an equation for each state flip-flop.
    assign next_state[A] = state[A]&~in | state[C]&~in;
    assign next_state[B] = state[A]&in | state[B]&in | state[D]&in;
    assign next_state[C] = state[B]&~in | state[D]&~in;
    assign next_state[D] = state[C]&in;

    // Output logic: 
    assign out = (state[D] == 1);

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"The following is the state transition table for a Moore state machine with one input, one output, and four states. Implement this state machine. Include an asynchronous reset that resets the FSM to state A.

State         Next state          Output
            in=0      in=1
A           A         B           0
B           C         B           0
C           A         D           0
D           C         B           1
, and the module declare is //solution 1
module top_module(
    input clk,
    input in,
    input areset,
    output out);","//solution 1
module top_module(
    input clk,
    input in,
    input areset,
    output out); //
    
    parameter A=0,B=1,C=2,D=3;
    reg[3:0] state,next;
    
    // State transition logic
 assign next[A] = state[A]&~in | state[C]&~in;
    assign next[B] = state[A]&in | state[B]&in | state[D]&in;
    assign next[C] = state[B]&~in | state[D]&~in;
    assign next[D] = state[C]&in;
    

    // State flip-flops with asynchronous reset
    always@(posedge clk,posedge areset)begin
        if(areset)
            state <= 4'b0001;
        else
            state <= next;
    end 
    
    // Output logic
    assign out = (state[D] == 1);

endmodule

//solution 2
module top_module (
 input clk,
 input in,
 input areset,
 output out
);

 // Give state names and assignments. I'm lazy, so I like to use decimal numbers.
 // It doesn't really matter what assignment is used, as long as they're unique.
 parameter A=0, B=1, C=2, D=3;
 reg [1:0] state;  // Make sure state and next are big enough to hold the state encodings.
 reg [1:0] next;
    



    // Combinational always block for state transition logic. Given the current state and inputs,
    // what should be next state be?
    // Combinational always block: Use blocking assignments.    
    always@(*) begin
  case (state)
   A: next = in ? B : A;
   B: next = in ? B : C;
   C: next = in ? D : A;
   D: next = in ? B : C;
  endcase
    end



    // Edge-triggered always block (DFFs) for state flip-flops. Asynchronous reset.
    always @(posedge clk, posedge areset) begin
  if (areset) state <= A;
        else state <= next;
 end
  

  
 // Combinational output logic. In this problem, an assign statement is the simplest.  
 assign out = (state==D);
 
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"The following is the state transition table for a Moore state machine with one input, one output, and four states. Implement this state machine. Include a synchronous reset that resets the FSM to state A. (This is the same problem as Fsm3 but with a synchronous reset.)

State         Next state          Output
            in=0      in=1
A           A         B           0
B           C         B           0
C           A         D           0
D           C         B           1, and the module declare is module top_module(
    input clk,
    input in,
    input reset,
    output out);","module top_module(
    input clk,
    input in,
    input reset,
    output out); //
    
    parameter A=0,B=1,C=2,D=3;
    reg[3:0] state,next;
    
    // State transition logic
 assign next[A] = state[A]&~in | state[C]&~in;
    assign next[B] = state[A]&in | state[B]&in | state[D]&in;
    assign next[C] = state[B]&~in | state[D]&~in;
    assign next[D] = state[C]&in;
    

    // State flip-flops with asynchronous reset
    always@(posedge clk)begin
        if(reset)
            state <= 4'b0001;
        else
            state <= next;
    end 
    
    // Output logic
    assign out = (state[D] == 1);

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"=DISPIMG(""ID_84CAB17D32CC4B87BB124326E8F9882A"",1), and the module declare is module top_module (
    input clk,
    input reset,
    input [3:1] s,
    output fr3,
    output fr2,
    output fr1,
    output dfr
);","module top_module (
    input clk,
    input reset,
    input [3:1] s,
    output fr3,
    output fr2,
    output fr1,
    output dfr
); 
    // set parameter
    //A2:001->000,B1:000->001,B2:011->001,C1:001->011,C2:111->011,D1:011->111
    parameter A2=0, B1=1, B2=2, C1=3, C2=4, D1=5;
    wire[2:0] state, next;
    
    // state transition (combination logic)
    always@(*)begin
        case(state)
            A2: next = s[1]? B1:A2;
            B1: next = s[2]? C1:(s[1]? B1:A2);
            B2: next = s[2]? C1:(s[1]? B2:A2);
            C1: next = s[3]? D1:(s[2]? C1:B2);
            C2: next = s[3]? D1:(s[2]? C2:B2);
            D1: next = s[3]? D1:C2;
        endcase
    end
    
    always@(posedge clk)begin
        if(reset)
            state <= A2;
        else
            state <= next;
    end
    
    // output control()sequential logic
    always@(*)begin
        case(state)
            A2: {fr3,fr2,fr1,dfr} = 4'b1111;
            B1: {fr3,fr2,fr1,dfr} = 4'b0110;
            B2: {fr3,fr2,fr1,dfr} = 4'b0111;
            C1: {fr3,fr2,fr1,dfr} = 4'b0010;
            C2: {fr3,fr2,fr1,dfr} = 4'b0011;
            D1: {fr3,fr2,fr1,dfr} = 4'b0000;
        endcase
    end
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"The game Lemmings involves critters with fairly simple brains. So simple that we are going to model it using a finite state machine.

In the Lemmings' 2D world, Lemmings can be in one of two states: walking left or walking right. It will switch directions if it hits an obstacle. In particular, if a Lemming is bumped on the left, it will walk right. If it's bumped on the right, it will walk left. If it's bumped on both sides at the same time, it will still switch directions.

Implement a Moore state machine with two states, two inputs, and one output that models this behaviour., and the module declare is module top_module(
    input clk,
    input areset,    // Freshly brainwashed Lemmings walk left.
    input bump_left,
    input bump_right,
    output walk_left,
    output walk_right);","module top_module(
    input clk,
    input areset,    // Freshly brainwashed Lemmings walk left.
    input bump_left,
    input bump_right,
    output walk_left,
    output walk_right); 

    parameter LEFT=0, RIGHT=1;
    reg state, next_state;

    always @(*) begin
        // State transition logic
        case(state)
            LEFT: next_state = bump_left? RIGHT:LEFT;
            RIGHT: next_state = bump_right? LEFT:RIGHT;
        endcase
    end

    always @(posedge clk, posedge areset) begin
        // State flip-flops with asynchronous reset
        if(areset)
            state <= LEFT;
        else
            state <= next_state;
    end

    // Output logic
    assign walk_left = (state == LEFT);
    assign walk_right = (state == RIGHT);

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"In addition to walking left and right, Lemmings will fall (and presumably go ""aaah!"") if the ground disappears underneath them.

In addition to walking left and right and changing direction when bumped, when ground=0, the Lemming will fall and say ""aaah!"". When the ground reappears (ground=1), the Lemming will resume walking in the same direction as before the fall. Being bumped while falling does not affect the walking direction, and being bumped in the same cycle as ground disappears (but not yet falling), or when the ground reappears while still falling, also does not affect the walking direction.

Build a finite state machine that models this behaviour., and the module declare is module top_module(
    input clk,
    input areset,    // Freshly brainwashed Lemmings walk left.
    input bump_left,
    input bump_right,
    input ground,
    output walk_left,
    output walk_right,
    output aaah );","module top_module(
    input clk,
    input areset,    // Freshly brainwashed Lemmings walk left.
    input bump_left,
    input bump_right,
    input ground,
    output walk_left,
    output walk_right,
    output aaah ); 
    
    parameter left=0, right=1, fall_l=2, fall_r=3;
    wire[1:0] state, next;
    
    // state transition logic
    always@(*)begin
        case(state)
            left: next = ground? (bump_left? right:left):fall_l;
            right: next = ground? (bump_right? left:right):fall_r;
            fall_l: next = ground? left:fall_l;
            fall_r: next = ground? right:fall_r;
        endcase
    end
    
    // flip-flop and areset logic
    always@(posedge clk, posedge areset)begin
        if(areset)
            state <= left;
        else
            state <= next;
    end
    
    // output
    assign walk_left = (state == left);
    assign walk_right = (state == right);
    assign aaah = (state == fall_l || state == fall_r);
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"In addition to walking and falling, Lemmings can sometimes be told to do useful things, like dig (it starts digging when dig=1). A Lemming can dig if it is currently walking on ground (ground=1 and not falling), and will continue digging until it reaches the other side (ground=0). At that point, since there is no ground, it will fall (aaah!), then continue walking in its original direction once it hits ground again. As with falling, being bumped while digging has no effect, and being told to dig when falling or when there is no ground is ignored.

(In other words, a walking Lemming can fall, dig, or switch directions. If more than one of these conditions are satisfied, fall has higher precedence than dig, which has higher precedence than switching directions.)

Extend your finite state machine to model this behaviour., and the module declare is module top_module(
    input clk,
    input areset,    // Freshly brainwashed Lemmings walk left.
    input bump_left,
    input bump_right,
    input ground,
    input dig,
    output walk_left,
    output walk_right,
    output aaah,
    output digging );","module top_module(
    input clk,
    input areset,    // Freshly brainwashed Lemmings walk left.
    input bump_left,
    input bump_right,
    input ground,
    input dig,
    output walk_left,
    output walk_right,
    output aaah,
    output digging ); 

    parameter left=0,right=1,dig_l=2,dig_r=3,fall_l=4,fall_r=5;
    wire[2:0] state,next;
    
    // state transition logic
    always@(*)begin
        case(state)
            left: next = ground? (dig? dig_l:(bump_left? right:left)):fall_l;
            right: next = ground? (dig? dig_r:(bump_right? left:right)):fall_r;
            dig_l: next = ground? dig_l:fall_l;
            dig_r: next = ground? dig_r:fall_r;
            fall_l: next = ground? left:fall_l;
            fall_r: next = ground? right:fall_r;
        endcase
    end
    
    // flip-flop and areset
    always@(posedge clk, posedge areset)begin
        if(areset)
            state <= left;
        else
            state <= next;
    end
    
    // output
    assign walk_left = (state == left);
    assign walk_right = (state == right);
    assign digging = (state == dig_l || state == dig_r);
    assign aaah = (state == fall_l || state == fall_r);
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Although Lemmings can walk, fall, and dig, Lemmings aren't invulnerable. If a Lemming falls for too long then hits the ground, it can splatter. In particular, if a Lemming falls for more than 20 clock cycles then hits the ground, it will splatter and cease walking, falling, or digging (all 4 outputs become 0), forever (Or until the FSM gets reset). There is no upper limit on how far a Lemming can fall before hitting the ground. Lemmings only splatter when hitting the ground; they do not splatter in mid-air.

Extend your finite state machine to model this behaviour., and the module declare is module top_module(
    input clk,
    input areset,    // Freshly brainwashed Lemmings walk left.
    input bump_left,
    input bump_right,
    input ground,
    input dig,
    output walk_left,
    output walk_right,
    output aaah,
    output digging );","module top_module(
    input clk,
    input areset,    // Freshly brainwashed Lemmings walk left.
    input bump_left,
    input bump_right,
    input ground,
    input dig,
    output walk_left,
    output walk_right,
    output aaah,
    output digging ); 

    parameter left=0, right=1, dig_l=2, dig_r=3, fall_l=4, fall_r=5, splatter=6;
    wire[2:0] state, next;
    
    wire[4:0] timelen;// counter of time
    wire signal;// time of falling is over 20 cycles
    
    // state transition logic
    always@(*)begin
        case(state)
            left: next = ground? (dig? dig_l:(bump_left? right:left)):fall_l;
            right: next = ground? (dig? dig_r:(bump_right? left:right)):fall_r;
            dig_l: next = ground? dig_l:fall_l;
            dig_r: next = ground? dig_r:fall_r;
            fall_l: begin
                if(signal)
                    next = ground? splatter:fall_l;
                else
                 next = ground? left:fall_l;
            end
            fall_r: begin
                if(signal)
                    next = ground? splatter:fall_r;
                else
                 next = ground? right:fall_r;
            end
            splatter: next = splatter;
        endcase
    end
    
    // timing
    always@(posedge clk, posedge areset)begin
        if(areset)
            timelen <= 0;
        else if(state==fall_l || state==fall_r)begin
            if(timelen==19)
             signal <= 1;
            else
                timelen <= timelen + 1;
        end
        else begin
            signal <= 0;
            timelen <=0;
        end      
    end
        
    // flip-flop and areset
    always@(posedge clk, posedge areset)begin
        if(areset)
            state <= left;
        else
            state <= next;
    end
    
    // output
    assign walk_left = (state == left);
    assign walk_right = (state == right);
    assign digging = (state == dig_l || state == dig_r);
    assign aaah = (state == fall_l || state == fall_r);
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Given the following state machine with 1 input and 2 outputs:

Suppose this state machine uses one-hot encoding, where state[0] through state[9] correspond to the states S0 though S9, respectively. The outputs are zero unless otherwise specified.

Implement the state transition logic and output logic portions of the state machine (but not the state flip-flops). You are given the current state in state[9:0] and must produce next_state[9:0] and the two outputs. Derive the logic equations by inspection assuming a one-hot encoding., and the module declare is module top_module(
    input in,
    input [9:0] state,
    output [9:0] next_state,
    output out1,
    output out2);","module top_module(
    input in,
    input [9:0] state,
    output [9:0] next_state,
    output out1,
    output out2);

    // state transition logic
    assign next_state[0] = state[0]&~in | state[1]&~in | state[2]&~in | state[3]&~in | state[4]&~in | state[7]&~in | state[8]&~in | state[9]&~in;
    assign next_state[1] = state[0]&in | state[8]&in | state[9]&in;
    assign next_state[6:2] = {state[5]&in, state[4]&in, state[3]&in, state[2]&in, state[1]&in};
    assign next_state[7] = state[6]&in | state[7]&in;
    assign next_state[9:8] = {state[6]&~in, state[5]&~in};
    
    // output
    assign out1 = state[8] | state[9];
    assign out2 = state[7] | state[9];
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"The PS/2 mouse protocol sends messages that are three bytes long. However, within a continuous byte stream, it's not obvious where messages start and end. The only indication is that the first byte of each three byte message always has bit[3]=1 (but bit[3] of the other two bytes may be 1 or 0 depending on data).

We want a finite state machine that will search for message boundaries when given an input byte stream. The algorithm we'll use is to discard bytes until we see one with bit[3]=1. We then assume that this is byte 1 of a message, and signal the receipt of a message once all 3 bytes have been received (done).

The FSM should signal done in the cycle immediately after the third byte of each message was successfully received.

, and the module declare is module top_module(
    input clk,
    input [7:0] in,
    input reset,    // Synchronous reset
    output done);","module top_module(
    input clk,
    input [7:0] in,
    input reset,    // Synchronous reset
    output done); //

    parameter s0=0, s1=1, s2=2, s3=3;
    wire[1:0] state, next;
    
    // State transition logic (combinational)
    always@(*)begin
        case(state)
            s0: next = in[3]? s1:s0;
            s1: next = s2;
            s2: next = s3;
            s3: next = in[3]? s1:s0;
        endcase
    end

    // State flip-flops (sequential)
    always@(posedge clk)begin
        if(reset)
            state <= s0;
        else
            state <= next;
    end
 
    // Output logic
    assign done = (state == s3);

endmodule"
